Skecos6	K06685
Skemar35579	K10589
Skemar35580	K14559
Skemar35585	K00784
Skemar35596	K07359
Skemar35607	K03320
Skemar35615	K12179
Skemar35652	K13348
Skemar35657	K13094
Skemar35662	K01897
Skemar35663	K14015
Skemar35674	K03885
Skemar35684	K15637
Skemar35685	K11836
Skemar35686	K03849
Skemar35697	K18158
Skemar35702	K01534
Skemar35706	K00327
Skemar35717	K00796
Skemar35726	K05542
Skemar35731	K11088
Skemar35754	K14376
Skemar35761	K14816
Skemar35766	K07376
Skemar35773	K02641
Skemar35775	K01872
Skemar35786	K01958
Skemar35789	K12198
Skemar35790	K05036
Skemar35819	K13348
Skemar35825	K01637
Skemar35827	K01870
Skemar35830	K04505
Skemar35840	K12386
Skemar35846	K03019
Skemar35854	K16196
Skemar35856	K15171
Skemar35857	K00311
Skemar35863	K13106
Skemar35872	K07542
Skemar35880	K03264
Skemar35885	K07300
Skemar35889	K06066
Skemar35894	K12854
Skemar35895	K03353
Skemar35908	K11839
Skemar35917	K14724
Skemar35929	K13350
Skemar35930	K01529
Skemar35955	K14823
Skemar35958	K12185
Skemar35960	K12869
Skemar35975	K12847
Skemar35977	K04482
Skemar35978	K03437
Skemar35980	K16075
Skemar35981	K06158
Skemar35991	K00948
Skemar35997	K08955
Skemar36002	K08874
Skemar36005	K04505
Skemar36010	K00145
Skemar36016	K01620
Skemar36032	K03217
Skemar36035	K12839
Skemar36036	K01230
Skemar36038	K00472
Skemar36054	K00938
Skemar36059	K10529
Skemar36060	K13754
Skemar36061	K13127
Skemar36072	K15437
Skemar36076	K01725
Skemar36078	K05868
Skemar36080	K07942
Skemar36086	K00616
Skemar36087	K01810
Skemar36095	K15976
Skemar36103	K17790
Skemar36107	K13993
Skemar36110	K11600
Skemar36117	K12389
Skemar36118	K14683
Skemar36121	K05868
Skemar36146	K00077
Skemar36163	K03521
Skemar36182	K02641
Skemar36215	K03424
Skemar36222	K13342
Skemar36224	K00228
Skemar36229	K06269
Skemar36232	K12605
Skemar36237	K04794
Skemar36241	K09667
Skemar36249	K08098
Skemar36261	K12189
Skemar36273	K08741
Skemar36284	K00456
Skemar36291	K03715
Skemar36297	K12860
Skemar36303	K10695
Skemar36304	K08825
Skemar36328	K06671
Skemar36346	K00286
Skemar36362	K16458
Skemar36367	K12586
Skemar36371	K00927
Skemar36381	K01365
Skemar36384	K10047
Skemar36385	K03064
Skemar36386	K00111
Skemar36388	K00500
Skemar36393	K12585
Skemar36407	K00914
Skemar36413	K11971
Skemar36420	K02603
Skemar36432	K00486
Skemar36455	K00626
Skemar36468	K01724
Skemar36469	K17600
Skemar36475	K17267
Skemar36478	K10960
Skemar36483	K03327
Skemar36499	K00121
Skemar36507	K03848
Skemar36508	K10746
Skemar36512	K03859
Skemar36513	K11086
Skemar36525	K01488
Skemar36528	K03511
Skemar36533	K02732
Skemar36542	K13025
Skemar36548	K09497
Skemar36552	K00809
Skemar36580	K15287
Skemar36590	K08794
Skemar36592	K03575
Skemar36593	K03453
Skemar36596	K07952
Skemar36600	K05292
Skemar36625	K15175
Skemar36634	K12194
Skemar36641	K17732
Skemar36644	K10570
Skemar36648	K03294
Skemar36651	K00248
Skemar36653	K15296
Skemar36655	K17917
Skemar36656	K02636
Skemar36666	K10393
Skemar36673	K06889
Skemar36675	K06632
Skemar36676	K11137
Skemar36680	K11262
Skemar36681	K09528
Skemar36682	K14964
Skemar36690	K00033
Skemar36693	K01895
Skemar36695	K17255
Skemar36701	K17900
Skemar36717	K08869
Skemar36724	K17973
Skemar36737	K10256
Skemar36760	K01175
Skemar36763	K01493
Skemar36769	K01256
Skemar36779	K12827
Skemar36794	K01243
Skemar36799	K02901
Skemar36809	K01414
Skemar36810	K03242
Skemar36811	K00794
Skemar36818	K13525
Skemar36820	K03671
Skemar36828	K00509
Skemar36829	K04856
Skemar36842	K00681
Skemar36843	K10405
Skemar36845	K16458
Skemar36849	K15429
Skemar36871	K01354
Skemar36874	K01354
Skemar36877	K13113
Skemar36888	K02231
Skemar36890	K15128
Skemar36905	K02921
Skemar36907	K14799
Skemar36946	K17427
Skemar36949	K08766
Skemar36952	K12616
Skemar36966	K15362
Skemar36971	K14399
Skemar36974	K00640
Skemar36983	K01474
Skemar36988	K08835
Skemar36990	K00891
Skemar36992	K11092
Skemar36993	K11338
Skemar36995	K00022
Skemar37015	K00679
Skemar37022	K15745
Skemar37029	K03350
Skemar37032	K00264
Skemar37042	K17686
Skemar37051	K17586
Skemar37055	K01515
Skemar37070	K09487
Skemar37071	K04079
Skemar37072	K01809
Skemar37074	K03841
Skemar37077	K07375
Skemar37079	K04648
Skemar37080	K00327
Skemar37086	K14648
Skemar37104	K02726
Skemar37106	K10756
Skemar37111	K06174
Skemar37112	K10733
Skemar37134	K06634
Skemar37149	K01183
Skemar37151	K04563
Skemar37159	K04508
Skemar37164	K12831
Skemar37175	K11858
Skemar37191	K17985
Skemar37199	K17785
Skemar37212	K03627
Skemar37218	K03564
Skemar37219	K11294
Skemar37222	K07203
Skemar37228	K00294
Skemar37250	K06944
Skemar37253	K12626
Skemar37254	K01101
Skemar37261	K07901
Skemar37263	K01940
Skemar37265	K12591
Skemar37270	K10808
Skemar37325	K12883
Skemar37327	K17907
Skemar37328	K00218
Skemar37333	K08956
Skemar37351	K05527
Skemar37354	K15305
Skemar37372	K02923
Skemar37375	K13830
Skemar37380	K06883
Skemar37381	K06892
Skemar37382	K15631
Skemar37384	K11430
Skemar37390	K01230
Skemar37395	K08493
Skemar37398	K13754
Skemar37400	K12657
Skemar37408	K06177
Skemar37409	K06173
Skemar37412	K01948
Skemar37423	K03355
Skemar37424	K00685
Skemar37429	K14970
Skemar37432	K06638
Skemar37461	K10743
Skemar37469	K13963
Skemar37507	K15272
Skemar37515	K05309
Skemar37517	K12418
Skemar37524	K03595
Skemar37536	K08819
Skemar37537	K00254
Skemar37539	K13024
Skemar37540	K06678
Skemar37541	K02087
Skemar37547	K13121
Skemar37560	K00262
Skemar37562	K06147
Skemar37572	K10843
Skemar37585	K16803
Skemar37604	K14411
Skemar37617	K00058
Skemar37626	K01881
Skemar37634	K00654
Skemar37651	K01908
Skemar37660	K12191
Skemar37685	K01702
Skemar37688	K08517
Skemar37699	K11173
Skemar37702	K05291
Skemar37711	K14347
Skemar37721	K10582
Skemar37751	K00889
Skemar37754	K14066
Skemar37756	K10751
Skemar37760	K06628
Skemar37762	K14457
Skemar37774	K11252
Skemar37776	K07588
Skemar37782	K00993
Skemar37785	K11649
Skemar37795	K03165
Skemar37801	K03841
Skemar37802	K15196
Skemar37822	K12622
Skemar37831	K07739
Skemar37847	K00726
Skemar37869	K01733
Skemar37871	K09478
Skemar37872	K01895
Skemar37873	K12836
Skemar37876	K01689
Skemar37892	K14347
Skemar37911	K03943
Skemar37912	K02924
Skemar37916	K09313
Skemar37919	K03783
Skemar37923	K17795
Skemar37925	K00658
Skemar37934	K14213
Skemar37964	K15100
Skemar37972	K10846
Skemar37981	K07195
Skemar37996	K00213
Skemar38001	K03644
Skemar38005	K03635
Skemar38009	K07374
Skemar38017	K01965
Skemar38021	K02540
Skemar38024	K08337
Skemar38042	K05305
Skemar38043	K06674
Skemar38047	K11322
Skemar38056	K12864
Skemar38068	K00859
Skemar38089	K06147
Skemar38091	K11996
Skemar38100	K13171
Skemar38105	K01120
Skemar38120	K04487
Skemar38131	K11502
Skemar38132	K13336
Skemar38146	K17584
Skemar38153	K05460
Skemar38180	K01834
Skemar38185	K03660
Skemar38191	K02727
Skemar38198	K00459
Skemar38209	K04499
Skemar38220	K03978
Skemar38237	K00262
Skemar38239	K06254
Skemar38244	K11982
Skemar38246	K02219
Skemar38257	K00331
Skemar38278	K12304
Skemar38279	K02149
Skemar38282	K00232
Skemar38292	K01669
Skemar38294	K16055
Skemar38303	K11155
Skemar38312	K11368
Skemar38322	K06889
Skemar38328	K04615
Skemar38339	K01785
Skemar38340	K07304
Skemar38352	K08776
Skemar38360	K03839
Skemar38361	K03015
Skemar38366	K09565
Skemar38367	K11422
Skemar38368	K13280
Skemar38377	K03025
Skemar38383	K00390
Skemar38390	K14863
Skemar38396	K00869
Skemar38406	K01265
Skemar38411	K11274
Skemar38412	K11294
Skemar38434	K10706
Skemar38443	K03321
Skemar38454	K02324
Skemar38460	K11314
Skemar38481	K02879
Skemar38485	K10413
Skemar38504	K13412
Skemar38508	K05658
Skemar38525	K03955
Skemar38529	K01749
Skemar38530	K02920
Skemar38535	K03671
Skemar38543	K01735
Skemar38546	K12857
Skemar38554	K03349
Skemar38561	K00715
Skemar38564	K14826
Skemar38567	K08486
Skemar38593	K11839
Skemar38599	K02146
Skemar38600	K05863
Skemar38602	K00472
Skemar38607	K08869
Skemar38617	K01866
Skemar38620	K03773
Skemar38622	K13963
Skemar38624	K12571
Skemar38629	K06027
Skemar38635	K06965
Skemar38637	K11584
Skemar38641	K01247
Skemar38657	K12860
Skemar38682	K06911
Skemar38688	K07952
Skemar38694	K02987
Skemar38701	K00873
Skemar38705	K03063
Skemar38706	K02328
Skemar38715	K08967
Skemar38722	K00036
Skemar38729	K10873
Skemar38734	K01103
Skemar38750	K00901
Skemar38753	K13238
Skemar38756	K11786
Skemar38762	K01230
Skemar38764	K10689
Skemar38766	K09838
Skemar38769	K03783
Skemar38781	K07151
Skemar38792	K12874
Skemar38813	K03106
Skemar38828	K03367
Skemar38833	K12871
Skemar38841	K06287
Skemar38847	K00889
Skemar38856	K17506
Skemar38868	K11462
Skemar38869	K08269
Skemar38873	K10732
Skemar38874	K01191
Skemar38890	K13138
Skemar38898	K00760
Skemar38912	K12524
Skemar38919	K00434
Skemar38934	K05658
Skemar38937	K16810
Skemar38940	K06942
Skemar38948	K12819
Skemar38954	K06127
Skemar38967	K08823
Skemar38969	K07750
Skemar38972	K00428
Skemar38982	K06672
Skemar38986	K07390
Skemar38989	K00510
Skemar38992	K00814
Skemar38998	K11364
Skemar39009	K10884
Skemar39010	K04567
Skemar39020	K01424
Skemar39023	K13354
Skemar39024	K14005
Skemar39031	K11155
Skemar39034	K15430
Skemar39050	K12816
Skemar39054	K11275
Skemar39064	K14819
Skemar39074	K15287
Skemar39081	K10601
Skemar39096	K06685
Skemar39119	K01598
Skemar39132	K17065
Skemar39136	K03782
Skemar39161	K09539
Skemar39168	K08576
Skemar39189	K02953
Skemar39197	K14327
Skemar39201	K00773
Skemar39203	K03524
Skemar39204	K15272
Skemar39210	K12189
Skemar39213	K11583
Skemar39214	K11490
Skemar39218	K16578
Skemar39220	K09490
Skemar39224	K00587
Skemar39232	K01183
Skemar39239	K03932
Skemar39245	K02541
Skemar39246	K10865
Skemar39257	K10844
Skemar39271	K10730
Skemar39273	K13535
Skemar39300	K03657
Skemar39311	K07573
Skemar39312	K02732
Skemar39319	K01764
Skemar39348	K02836
Skemar39354	K09518
Skemar39355	K02155
Skemar39372	K02213
Skemar39375	K08658
Skemar39376	K13917
Skemar39388	K02977
Skemar39390	K12843
Skemar39394	K00252
Skemar39395	K03839
Skemar39396	K01783
Skemar39401	K01267
Skemar39424	K11644
Skemar39428	K10870
Skemar39440	K10413
Skemar39449	K10863
Skemar39456	K08994
Skemar39474	K11097
Skemar39476	K11253
Skemar39487	K04712
Skemar39491	K02923
Skemar39498	K02877
Skemar39501	K01735
Skemar39503	K17822
Skemar39505	K12394
Skemar39508	K14018
Skemar39516	K01915
Skemar39523	K10739
Skemar39529	K02951
Skemar39533	K01873
Skemar39536	K06997
Skemar39543	K01693
Skemar39545	K14011
Skemar39559	K01527
Skemar39562	K03456
Skemar39563	K02915
Skemar39570	K02641
Skemar39584	K02737
Skemar39586	K02867
Skemar39588	K17777
Skemar39591	K07904
Skemar39592	K00760
Skemar39593	K07023
Skemar39611	K03841
Skemar39613	K01770
Skemar39614	K00432
Skemar39619	K09486
Skemar39621	K06911
Skemar39623	K00616
Skemar39626	K04532
Skemar39630	K12839
Skemar39631	K03267
Skemar39635	K11252
Skemar39649	K09838
Skemar39651	K00670
Skemar39652	K03028
Skemar39666	K03105
Skemar39668	K03283
Skemar39672	K10693
Skemar39678	K02895
Skemar39680	K00763
Skemar39683	K02866
Skemar39693	K09529
Skemar39694	K00231
Skemar39695	K01265
Skemar39696	K15109
Skemar39697	K04794
Skemar39698	K09498
Skemar39703	K01166
Skemar39706	K03773
Skemar39710	K01514
Skemar39720	K11252
Skemar39728	K09838
Skemar39741	K10956
Skemar39748	K12486
Skemar39766	K03236
Skemar39773	K03626
Skemar39778	K12623
Skemar39779	K03676
Skemar39783	K17279
Skemar39789	K00799
Skemar39791	K11252
Skemar39792	K00472
Skemar39794	K09660
Skemar39804	K10047
Skemar39805	K03249
Skemar39808	K00919
Skemar39810	K09523
Skemar39812	K10960
Skemar39813	K11275
Skemar39818	K01120
Skemar39820	K00876
Skemar39821	K03845
Skemar39837	K04487
Skemar39852	K00820
Skemar39878	K02964
Skemar39884	K08770
Skemar39887	K07374
Skemar39889	K02966
Skemar39896	K03258
Skemar39901	K02838
Skemar39903	K08790
Skemar39904	K13280
Skemar39911	K03010
Skemar39923	K13998
Skemar39924	K01872
Skemar39932	K02995
Skemar39934	K02266
Skemar39936	K10845
Skemar39937	K00384
Skemar39940	K00799
Skemar39943	K01724
Skemar39950	K03262
Skemar39961	K03061
Skemar39965	K08902
Skemar39975	K01008
Skemar39982	K06287
Skemar39988	K02431
Skemar39992	K03017
Skemar39993	K10589
Skemar39994	K00801
Skemar40012	K03263
Skemar40013	K03531
Skemar40014	K01711
Skemar40016	K03564
Skemar40017	K01893
Skemar40025	K04077
Skemar40026	K16344
Skemar40027	K00655
Skemar40029	K02998
Skemar40031	K02537
Skemar40039	K00434
Skemar40044	K08490
Skemar40048	K10756
Skemar40050	K12946
Skemar40051	K01166
Skemar40053	K06689
Skemar40054	K10686
Skemar40056	K14753
Skemar40060	K12878
Skemar40061	K08516
Skemar40062	K00648
Skemar40073	K13754
Skemar40081	K00457
Skemar40095	K10751
Skemar40121	K01897
Skemar40148	K02981
Skemar40152	K06119
Skemar40154	K00208
Skemar40159	K13525
Skemar40161	K03251
Skemar40169	K15276
Skemar40174	K03885
Skemar40176	K07376
Skemar40183	K00799
Skemar40184	K02906
Skemar40185	K03453
Skemar40193	K02146
Skemar40199	K10865
Skemar40225	K06147
Skemar40251	K02736
Skemar40273	K02989
Skemar40275	K07874
Skemar40276	K07152
Skemar40281	K00078
Skemar40291	K12176
Skemar40293	K13412
Skemar40297	K13107
Skemar40309	K02985
Skemar40311	K08794
Skemar40313	K02880
Skemar40319	K03953
Skemar40322	K02716
Skemar40323	K01792
Skemar40326	K01885
Skemar40327	K01113
Skemar40328	K03564
Skemar40336	K13125
Skemar40339	K11254
Skemar40346	K15030
Skemar40353	K03265
Skemar40355	K09496
Skemar40364	K08819
Skemar40376	K06254
Skemar40377	K01456
Skemar40379	K01597
Skemar40384	K17868
Skemar40385	K03248
Skemar40387	K00058
Skemar40391	K02684
Skemar40424	K02980
Skemar40437	K03686
Skemar40441	K06944
Skemar40444	K11984
Skemar40447	K01889
Skemar40448	K01551
Skemar40450	K03320
Skemar40453	K11088
Skemar40454	K02949
Skemar40455	K07015
Skemar40456	K02727
Skemar40457	K14411
Skemar40459	K00600
Skemar40460	K07238
Skemar40471	K00025
Skemar40491	K07199
Skemar40492	K10743
Skemar40493	K08955
Skemar40495	K03004
Skemar40500	K01725
Skemar40523	K10365
Skemar40540	K01733
Skemar40543	K13126
Skemar40545	K00797
Skemar40547	K03626
Skemar40552	K02151
Skemar40554	K01101
Skemar40561	K00627
Skemar40563	K02293
Skemar40566	K09500
Skemar40567	K04507
Skemar40571	K17586
Skemar40573	K08959
Skemar40574	K08495
Skemar40579	K03404
Skemar40582	K06027
Skemar40583	K02728
Skemar40586	K06013
Skemar40587	K08515
Skemar40591	K00344
Skemar40592	K02870
Skemar40600	K11086
Skemar40606	K03142
Skemar40610	K03239
Skemar40611	K01814
Skemar40616	K03065
Skemar40617	K00099
Skemar40619	K15171
Skemar40620	K02729
Skemar40622	K02725
Skemar40631	K07513
Skemar40636	K12614
Skemar40639	K10418
Skemar40641	K12872
Skemar40645	K03943
Skemar40650	K12622
Skemar40652	K02154
Skemar40655	K07511
Skemar40658	K10575
Skemar40660	K12587
Skemar40661	K08967
Skemar40662	K02959
Skemar40663	K00927
Skemar40686	K00286
Skemar40692	K12199
Skemar40695	K06062
Skemar40701	K11519
Skemar40703	K08901
Skemar40704	K03841
Skemar40719	K02480
Skemar40726	K06127
Skemar40727	K03783
Skemar40731	K12179
Skemar40732	K00327
Skemar40736	K03671
Skemar40740	K05610
Skemar40741	K13509
Skemar40743	K07200
Skemar40747	K02730
Skemar40752	K00939
Skemar40757	K14682
Skemar40774	K02520
Skemar40776	K15040
Skemar40777	K13963
Skemar40778	K08776
Skemar40779	K16810
Skemar40780	K03428
Skemar40784	K03769
Skemar40788	K00294
Skemar40793	K00991
Skemar40794	K01103
Skemar40799	K07393
Skemar40806	K10949
Skemar40808	K01609
Skemar40814	K14290
Skemar40819	K05863
Skemar40827	K01099
Skemar40829	K03238
Skemar40833	K02492
Skemar40839	K10755
Skemar40842	K04523
Skemar40845	K01738
Skemar40875	K11717
Skemar40876	K06215
Skemar40877	K12837
Skemar40889	K02735
Skemar40892	K03235
Skemar40896	K01890
Skemar40913	K07095
Skemar40920	K09458
Skemar40921	K02291
Skemar40924	K01012
Skemar40928	K15033
Skemar40934	K01662
Skemar40938	K01255
Skemar40940	K13448
Skemar40943	K00140
Skemar40944	K02863
Skemar40967	K02902
Skemar40972	K14326
Skemar40974	K00236
Skemar40977	K03969
Skemar40984	K03695
Skemar40989	K02936
Skemar40994	K02942
Skemar40996	K13111
Skemar41000	K11713
Skemar41024	K04077
Skemar41036	K03030
Skemar41037	K00262
Skemar41043	K06942
Skemar41044	K01807
Skemar41048	K11885
Skemar41051	K00128
Skemar41052	K00817
Skemar41055	K13535
Skemar41057	K12621
Skemar41062	K03007
Skemar41067	K18041
Skemar41069	K01265
Skemar41073	K14396
Skemar41075	K03009
Skemar41103	K04345
Skemar41108	K15029
Skemar41143	K02921
Skemar41149	K03120
Skemar41151	K14574
Skemar41152	K11338
Skemar41153	K01647
Skemar41155	K02377
Skemar41157	K17759
Skemar41171	K12863
Skemar41172	K15437
Skemar41175	K02903
Skemar41192	K02912
Skemar41195	K02257
Skemar41201	K01649
Skemar41206	K15177
Skemar41209	K17900
Skemar41211	K03257
Skemar41214	K00863
Skemar41252	K13628
Skemar41254	K03107
Skemar41277	K17785
Skemar41280	K12402
Skemar41298	K09522
Skemar41300	K15128
Skemar41309	K02155
Skemar41323	K12304
Skemar41336	K00869
Skemar41350	K02148
Skemar41355	K05917
Skemar41362	K02876
Skemar41363	K01669
Skemar41367	K07112
Skemar41378	K09560
Skemar41388	K01867
Skemar41390	K01358
Skemar41407	K00640
Skemar41454	K01062
Skemar41468	K10206
Skemar41478	K01663
Skemar41507	K17430
Skemar41508	K04078
Skemar41512	K14416
Skemar41545	K12606
Skemar41555	K15175
Skemar41569	K12795
Skemar41576	K10415
Skemar41577	K11251
Skemar41592	K04382
Skemar41607	K12611
Skemar41638	K13989
Skemar41644	K03644
Skemar41645	K02355
Skemar41648	K09578
Skemar41653	K02575
Skemar41674	K02221
Skemar41676	K11274
Skemar41694	K02178
Skemar41697	K00987
Skemar41700	K00933
Skemar41702	K01580
Skemar41723	K13176
Skemar41725	K11446
Skemar41726	K00761
Skemar41729	K00640
Skemar41741	K00888
Skemar41751	K01897
Skemar41778	K08678
Skemar41796	K11863
Skemar41803	K09420
Skemar41805	K00671
Skemar41807	K15542
Skemar41815	K03426
Skemar41820	K13207
Skemar41825	K17943
Skemar41830	K14539
Skemar41833	K03509
Skemar41845	K11786
Skemar41850	K16818
Skemar41852	K13347
Skemar41878	K10769
Skemar41881	K14326
Skemar41884	K13121
Skemar41887	K12196
Skemar41888	K01759
Skemar41890	K03064
Skemar41895	K01652
Skemar41900	K02922
Skemar41904	K01555
Skemar41915	K05954
Skemar41917	K00432
Skemar41921	K11273
Skemar41927	K15694
Skemar41928	K11262
Skemar41931	K00213
Skemar41934	K03284
Skemar41937	K04688
Skemar41943	K10839
Skemar41953	K01937
Skemar41954	K14565
Skemar41966	K10808
Skemar41972	K13511
Skemar41978	K00670
Skemar41982	K01834
Skemar41985	K06990
Skemar41990	K05542
Skemar41997	K03115
Skemar42001	K09313
Skemar42007	K03110
Skemar42011	K03189
Skemar42017	K13525
Skemar42025	K12830
Skemar42026	K14721
Skemar42027	K03283
Skemar42037	K03885
Skemar42045	K10696
Skemar42056	K08337
Skemar42061	K15153
Skemar42064	K02540
Skemar42071	K11412
Skemar42072	K12819
Skemar42086	K00901
Skemar42096	K02155
Skemar42102	K16365
Skemar42105	K03869
Skemar42106	K09597
Skemar42116	K00856
Skemar42130	K12812
Skemar42133	K13210
Skemar42134	K02227
Skemar42144	K06126
Skemar42148	K02983
Skemar42161	K14618
Skemar42164	K04615
Skemar42177	K04505
Skemar42195	K12618
Skemar42196	K01090
Skemar42198	K04948
Skemar42209	K07304
Skemar42217	K11368
Skemar42218	K15449
Skemar42223	K16732
Skemar42225	K10844
Skemar42226	K02896
Skemar42227	K01392
Skemar42239	K14402
Skemar42240	K14415
Skemar42242	K02901
Skemar42244	K13248
Skemar42247	K12828
Skemar42277	K14050
Skemar42278	K00814
Skemar42281	K08916
Skemar42287	K07679
Skemar42288	K14536
Skemar42310	K00382
Skemar42311	K17795
Skemar42317	K08867
Skemar42320	K11827
Skemar42328	K07910
Skemar42330	K11322
Skemar42338	K02213
Skemar42351	K00913
Skemar42356	K02955
Skemar42367	K17906
Skemar42378	K06889
Skemar42389	K03178
Skemar42396	K15900
Skemar42397	K06184
Skemar42406	K09419
Skemar42415	K13278
Skemar42423	K13116
Skemar42425	K03252
Skemar42432	K12189
Skemar42446	K01183
Skemar42452	K07588
Skemar42471	K10563
Skemar42491	K01267
Skemar42496	K10695
Skemar42500	K00228
Skemar42506	K13094
Skemar42510	K10589
Skemar42528	K03097
Skemar42536	K02719
Skemar42538	K06158
Skemar42541	K01735
Skemar42545	K05857
Skemar42546	K10529
Skemar42562	K05765
Skemar42564	K17985
Skemar42572	K16195
Skemar42580	K00773
Skemar42592	K11804
Skemar42624	K09531
Skemar42637	K01120
Skemar42638	K00948
Skemar42641	K00602
Skemar42646	K00698
Skemar42652	K05305
Skemar42662	K13953
Skemar42674	K00366
Skemar42691	K15732
Skemar42692	K04498
Skemar42694	K02960
Skemar42695	K03033
Skemar42703	K10393
Skemar42712	K13754
Skemar42725	K13091
Skemar42736	K03131
Skemar42737	K01183
Skemar42744	K01376
Skemar42756	K01243
Skemar42762	K00627
Skemar42773	K17619
Skemar42795	K12418
Skemar42804	K00681
Skemar42815	K01443
Skemar42817	K03664
Skemar42828	K02132
Skemar42835	K10866
Skemar42836	K10843
Skemar42839	K03555
Skemar42845	K01534
Skemar42854	K16726
Skemar42862	K16055
Skemar42870	K14401
Skemar42890	K04799
Skemar42891	K01783
Skemar42899	K10688
Skemar42901	K12193
Skemar42905	K08269
Skemar42909	K01419
Skemar42910	K02134
Skemar42918	K03782
Skemar42919	K14292
Skemar42927	K17506
Skemar42928	K11233
Skemar42938	K18162
Skemar42939	K07300
Skemar42942	K10592
Skemar42960	K15083
Skemar42961	K06171
Skemar42965	K12489
Skemar42975	K07025
Skemar42978	K03327
Skemar42988	K03524
Skemar42989	K09577
Skemar42990	K14309
Skemar43002	K00325
Skemar43004	K12736
Skemar43005	K10884
Skemar43012	K07300
Skemar43019	K01835
Skemar43024	K13339
Skemar43036	K15407
Skemar43042	K03130
Skemar43091	K09595
Skemar43097	K10627
Skemar43098	K06133
Skemar43099	K00993
Skemar43100	K03083
Skemar43104	K01534
Skemar43112	K11412
Skemar43114	K03660
Skemar43123	K17268
Skemar43124	K14152
Skemar43125	K08869
Skemar43127	K01147
Skemar43128	K03108
Skemar43130	K01847
Skemar43133	K11826
Skemar43138	K00565
Skemar43144	K00974
